hour_of_day,day_of_week,is_off_hours,severity,category_risk,role_risk_score,status_risk,bytes_zscore,user_event_count,user_patient_access_count,user_failed_login_count,is_anomaly
3,4,1,2,2,1,3,-0.0914,155,44,7,0
3,4,1,3,2,3,3,-0.1156,165,33,10,0
3,4,1,3,4,3,0,-0.1227,179,41,9,0
3,4,1,3,2,2,3,-0.1206,192,41,12,1
3,4,1,1,1,2,0,-0.0985,165,44,12,0
3,4,1,5,2,1,4,-0.0874,155,44,7,0
3,4,1,2,1,3,0,-0.1201,177,37,16,0
3,4,1,1,1,3,0,-0.0937,165,41,16,0
3,4,1,2,4,3,0,-0.1099,167,34,17,0
3,4,1,1,2,1,0,-0.1186,175,52,8,0
3,4,1,5,2,3,3,-0.1255,177,49,9,0
3,4,1,2,1,3,0,-0.0745,193,47,10,0
4,4,1,2,3,1,3,-0.0947,155,44,7,0
4,4,1,4,4,3,2,-0.089,179,41,9,0
4,4,1,3,2,3,2,-0.1089,192,49,7,0
4,4,1,2,3,2,0,-0.0812,204,49,9,0
4,4,1,4,1,3,2,-0.0944,194,40,20,0
4,4,1,4,4,2,0,-0.1218,157,39,9,0
4,4,1,3,2,2,3,-0.0867,180,41,8,0
4,4,1,4,4,3,2,-0.1081,182,45,8,0
4,4,1,1,1,1,0,-0.1041,168,31,8,0
4,4,1,5,4,3,0,12.7067,146,30,6,1
4,4,1,4,4,2,0,-0.0988,174,41,9,0
4,4,1,2,1,3,1,-0.1031,165,33,10,0
4,4,1,1,1,4,0,-0.1168,158,33,11,0
4,4,1,2,4,3,0,-0.1224,158,32,11,1
4,4,1,4,1,4,2,-0.1185,165,38,8,0
4,4,1,3,2,2,0,-0.1146,170,43,8,0
4,4,1,2,3,2,3,-0.0976,165,44,12,0
4,4,1,2,1,2,0,-0.082,157,44,18,0
4,4,1,1,1,2,0,-0.1159,165,44,12,0
4,4,1,2,2,2,0,-0.1216,168,47,13,0
4,4,1,1,2,2,3,-0.1031,181,46,12,0
4,4,1,2,3,3,3,-0.1076,165,25,16,0
4,4,1,5,3,4,5,-0.12,169,49,8,1
4,4,1,2,2,2,0,-0.0875,157,41,10,0
4,4,1,3,2,4,3,-0.1199,165,38,8,0
4,4,1,4,3,2,3,-0.1145,204,49,9,0
4,4,1,4,4,3,0,-0.1168,192,49,7,0
4,4,1,1,2,3,0,-0.1205,172,41,5,0
4,4,1,2,3,2,3,-0.1172,185,47,7,0
4,4,1,1,4,2,0,-0.1186,165,36,8,0
4,4,1,2,3,3,3,-0.1061,193,40,8,0
4,4,1,2,3,2,0,-0.0928,150,37,3,0
4,4,1,2,4,4,2,-0.0992,169,49,8,0
4,4,1,4,4,2,2,-0.0943,165,44,12,0
4,4,1,1,4,3,0,-0.1228,177,37,16,0
4,4,1,2,4,2,0,-0.1259,192,41,12,0
4,4,1,2,3,2,0,-0.1103,167,45,7,0
4,4,1,2,1,3,0,-0.121,177,49,9,0
5,4,1,1,2,2,0,-0.1172,165,44,12,0
5,4,1,5,2,2,3,-0.1052,163,34,10,0
5,4,1,2,2,2,0,-0.1143,191,47,14,0
5,4,1,3,2,2,0,-0.1213,204,49,9,0
5,4,1,2,4,2,2,-0.0932,157,41,10,0
5,4,1,5,3,3,5,-0.1248,169,46,5,1
5,4,1,3,4,3,2,-0.0974,193,46,16,0
5,4,1,4,1,2,2,-0.1128,167,36,16,0
5,4,1,5,2,3,3,-0.0882,182,45,8,1
5,4,1,2,4,2,0,-0.1122,151,30,9,0
5,4,1,2,4,2,0,-0.0937,178,44,11,0
5,4,1,4,2,3,3,-0.0867,173,35,9,0
5,4,1,1,3,2,3,-0.1061,165,36,8,0
5,4,1,4,2,1,4,-0.1195,189,49,15,0
5,4,1,3,4,2,2,-0.1108,167,36,16,0
5,4,1,2,2,2,2,-0.0862,178,44,11,0
5,4,1,3,1,2,2,-0.1276,165,36,8,0
5,4,1,4,4,2,0,-0.1102,186,42,7,0
5,4,1,1,1,3,0,-0.106,184,38,7,0
5,4,1,3,3,3,0,-0.1165,193,40,8,0
5,4,1,3,1,2,3,-0.1255,184,57,6,1
5,4,1,1,1,3,0,-0.1176,173,35,9,0
5,4,1,1,2,2,0,-0.1259,181,46,12,0
5,4,1,2,1,3,0,-0.1049,192,49,7,0
5,4,1,2,2,3,3,-0.0926,184,38,7,0
5,4,1,5,2,2,4,-0.1269,165,36,8,0
5,4,1,4,4,2,0,-0.1041,180,41,8,0
5,4,1,3,2,1,0,-0.0869,151,41,14,0
5,4,1,2,4,2,0,-0.0809,164,36,11,0
5,4,1,2,4,2,2,-0.1171,168,47,13,0
5,4,1,2,1,2,0,-0.1231,164,28,10,0
5,4,1,1,1,2,0,-0.0944,174,41,9,0
5,4,1,2,3,2,0,-0.104,165,44,12,0
5,4,1,5,4,1,0,-0.118,168,41,9,1
5,4,1,2,3,3,0,-0.1056,192,49,7,0
5,4,1,1,1,3,0,-0.0935,158,32,11,0
5,4,1,5,3,2,5,-0.1236,163,34,10,1
6,4,0,2,1,3,0,-0.1222,192,43,14,0
6,4,0,1,3,4,0,-0.1025,165,38,8,0
6,4,0,2,3,1,3,-0.1096,168,31,8,0
6,4,0,3,2,1,2,-0.1146,155,44,7,0
6,4,0,1,2,3,0,-0.0987,168,44,7,0
6,4,0,3,3,2,3,-0.1249,151,30,9,0
6,4,0,4,4,2,2,4.7954,146,36,10,1
6,4,0,1,4,3,0,-0.0956,164,39,8,0
6,4,0,2,4,3,0,-0.0897,182,45,8,0
6,4,0,2,1,3,0,-0.094,179,41,9,0
6,4,0,1,2,4,3,-0.0977,165,38,8,0
6,4,0,1,2,2,0,-0.1199,204,49,9,0
6,4,0,1,4,3,0,-0.1192,159,36,11,0
6,4,0,2,2,2,2,-0.1027,174,41,9,0
6,4,0,1,3,2,3,-0.1,192,41,12,0
6,4,0,4,3,2,3,-0.1182,165,44,12,0
6,4,0,3,1,1,3,-0.1205,151,41,14,0
6,4,0,1,4,3,0,-0.1221,193,47,10,0
6,4,0,1,3,3,0,-0.1195,179,41,9,0
6,4,0,4,4,2,2,-0.101,186,42,7,0
6,4,0,1,3,3,0,-0.1198,169,42,4,0
6,4,0,3,3,3,3,-0.0876,146,30,6,0
6,4,0,5,3,2,5,-0.0826,178,44,11,0
6,4,0,1,3,3,3,-0.114,182,45,8,0
6,4,0,1,3,3,3,-0.1214,169,46,5,0
6,4,0,2,1,2,2,-0.0997,174,41,9,0
6,4,0,1,2,3,0,-0.1095,172,41,5,0
6,4,0,2,4,3,0,-0.0905,165,33,10,0
6,4,0,1,3,2,3,-0.1155,173,50,8,0
6,4,0,1,1,3,0,-0.1144,168,44,7,0
6,4,0,3,2,2,0,-0.1083,151,30,9,0
6,4,0,4,3,3,0,-0.1259,165,25,16,0
6,4,0,1,1,2,0,-0.115,146,36,10,0
6,4,0,4,1,2,3,-0.1108,164,28,10,0
6,4,0,2,4,1,0,-0.1164,175,52,8,0
6,4,0,5,2,4,4,-0.1246,168,41,9,0
6,4,0,1,1,2,1,-0.1091,146,36,10,0
6,4,0,4,4,2,0,0.0917,173,50,8,1
6,4,0,2,1,3,3,-0.118,179,41,9,0
6,4,0,1,2,2,0,-0.1017,170,43,8,0
7,4,0,5,4,1,0,-0.1056,157,44,18,1
7,4,0,5,2,1,4,-0.0812,175,52,8,0
7,4,0,2,2,2,0,-0.117,167,36,16,0
7,4,0,5,3,3,5,-0.0863,193,47,10,1
7,4,0,1,2,2,0,-0.1258,180,41,8,0
7,4,0,1,1,4,0,-0.1087,158,33,11,0
7,4,0,1,3,3,0,-0.1051,179,41,9,0
7,4,0,2,4,3,0,-0.101,158,32,11,0
7,4,0,4,3,3,3,-0.1129,193,47,10,0
7,4,0,2,2,2,0,-0.1096,162,45,10,0
7,4,0,1,3,2,3,-0.0957,168,47,13,0
7,4,0,1,1,3,0,-0.1084,194,40,20,0
7,4,0,1,4,3,0,-0.1015,175,44,16,0
7,4,0,5,3,2,5,-0.0765,164,28,10,0
7,4,0,2,3,2,0,-0.1263,162,45,10,0
7,4,0,1,2,2,0,-0.1061,192,41,12,0
7,4,0,1,1,2,0,-0.1216,165,36,8,0
7,4,0,1,2,3,0,-0.1182,159,36,11,0
7,4,0,5,2,2,4,-0.1083,180,41,8,0
7,4,0,3,1,2,3,-0.0802,167,45,7,1
7,4,0,3,2,2,3,-0.1171,157,44,18,0
7,4,0,1,4,4,0,-0.1245,158,33,11,0
7,4,0,1,2,2,0,-0.1125,167,34,8,0
7,4,0,1,1,2,0,-0.0999,165,36,8,0
7,4,0,2,3,3,0,-0.1161,173,35,9,0
7,4,0,4,1,2,2,-0.1194,181,46,12,0
7,4,0,2,4,1,0,-0.101,155,44,7,0
7,4,0,2,1,2,3,-0.1121,164,36,11,0
7,4,0,2,1,2,0,-0.107,162,45,10,0
7,4,0,1,3,2,0,-0.1062,164,28,10,0
7,4,0,2,1,2,0,-0.1073,199,39,12,0
8,4,0,5,2,2,3,-0.1035,164,28,10,0
8,4,0,2,1,2,0,-0.0977,164,28,10,0
8,4,0,1,3,1,0,-0.0944,168,31,8,0
8,4,0,5,4,2,0,13.8008,186,42,7,1
8,4,0,5,2,2,3,-0.1211,158,45,15,1
8,4,0,1,1,3,0,-0.1057,165,33,10,0
8,4,0,4,1,3,3,-0.0884,174,46,9,0
8,4,0,1,4,3,0,-0.0857,169,42,4,0
8,4,0,4,4,4,2,-0.1268,169,49,8,0
8,4,0,2,1,3,3,-0.1179,177,37,16,0
8,4,0,2,1,2,3,-0.1121,164,28,10,0
8,4,0,1,1,2,0,-0.1098,199,39,12,0
8,4,0,1,1,3,0,-0.12,172,41,5,0
8,4,0,1,3,1,3,-0.1063,175,52,8,0
8,4,0,2,2,2,3,-0.0811,180,41,8,0
8,4,0,2,3,3,3,-0.1051,172,47,9,0
8,4,0,1,3,3,3,-0.1263,177,49,9,0
8,4,0,5,2,3,4,-0.0993,167,34,17,0
8,4,0,5,2,3,3,-0.1179,174,46,9,1
8,4,0,2,4,3,2,-0.118,172,47,9,0
8,4,0,1,3,3,0,-0.0814,165,41,16,0
8,4,0,1,2,3,0,-0.126,146,30,6,0
8,4,0,4,4,3,2,9.1737,184,38,7,1
8,4,0,3,4,4,0,-0.097,169,49,8,0
8,4,0,1,1,1,0,-0.1241,168,31,8,0
8,4,0,4,3,1,3,-0.1188,155,44,7,0
8,4,0,4,4,3,0,-0.1191,177,49,9,0
8,4,0,1,3,2,0,-0.1251,185,47,7,0
8,4,0,4,4,3,0,-0.122,159,36,11,0
8,4,0,1,3,2,0,-0.1137,184,57,6,0
8,4,0,2,1,2,2,-0.0846,181,46,12,0
8,4,0,2,2,2,0,-0.1081,158,45,15,0
8,4,0,1,2,3,0,-0.1168,172,47,9,0
8,4,0,1,1,4,0,-0.1036,169,49,8,0
8,4,0,1,3,3,3,-0.0935,194,40,20,0
8,4,0,2,4,3,0,-0.0794,173,35,9,0
8,4,0,5,3,2,3,-0.1091,150,37,3,0
9,4,0,2,1,2,2,-0.1167,151,30,9,0
9,4,0,1,1,2,0,-0.0859,157,41,10,0
9,4,0,3,4,2,0,-0.0825,192,41,12,0
9,4,0,4,1,3,2,-0.0785,163,37,6,0
9,4,0,2,2,3,2,-0.1071,172,47,9,0
9,4,0,3,1,2,3,-0.1103,170,43,8,1
9,4,0,1,3,2,0,-0.0969,174,41,9,0
9,4,0,4,3,2,3,-0.1142,165,36,8,0
9,4,0,3,4,1,0,0.2283,189,49,15,1
9,4,0,5,4,3,2,2.9969,161,39,7,1
9,4,0,5,3,2,5,-0.1238,164,36,11,1
9,4,0,5,2,2,3,-0.1016,157,39,9,0
9,4,0,5,3,2,5,-0.0876,185,47,7,0
9,4,0,5,3,2,5,-0.1149,185,47,7,0
9,4,0,3,4,3,2,-0.1052,164,39,8,0
9,4,0,1,4,2,0,-0.0926,191,47,14,0
9,4,0,2,1,3,0,-0.0948,182,45,8,0
9,4,0,4,4,3,0,-0.1138,168,44,7,0
9,4,0,4,3,1,3,-0.092,168,31,8,0
9,4,0,4,3,3,3,-0.0855,193,47,10,0
9,4,0,2,3,3,3,-0.084,184,38,7,0
9,4,0,1,1,3,0,-0.125,192,43,14,0
9,4,0,5,2,2,3,-0.1154,151,30,9,0
9,4,0,4,3,2,0,-0.1171,157,44,18,0
9,4,0,2,2,1,0,-0.1111,155,44,7,0
9,4,0,4,2,3,3,-0.0801,192,43,14,1
9,4,0,3,4,2,0,0.0741,162,45,10,1
9,4,0,1,2,2,0,-0.114,184,57,6,0
9,4,0,1,4,3,0,-0.1197,182,45,8,0
9,4,0,3,3,2,3,-0.1072,186,42,7,0
9,4,0,1,1,2,1,-0.1114,168,47,13,0
9,4,0,1,2,2,0,-0.1102,165,44,12,0
9,4,0,1,2,2,2,-0.1186,186,42,7,0
9,4,0,2,2,2,3,-0.1241,199,39,12,0
9,4,0,4,4,3,2,-0.1115,176,44,11,0
9,4,0,5,4,1,2,-0.1093,150,37,3,1
9,4,0,1,3,3,3,-0.0937,174,46,9,0
9,4,0,1,1,3,1,-0.1004,167,34,17,0
9,4,0,2,3,3,3,-0.1228,192,43,14,0
9,4,0,1,2,2,0,-0.1079,162,45,10,0
9,4,0,5,3,2,5,-0.0798,150,37,3,0
10,4,0,4,1,3,2,-0.0952,177,49,9,0
10,4,0,1,1,1,0,-0.1265,189,49,15,0
10,4,0,1,2,3,0,-0.1023,184,38,7,0
10,4,0,3,4,3,0,-0.099,193,47,10,0
10,4,0,5,2,3,3,-0.1155,169,46,5,0
10,4,0,1,3,2,0,-0.0974,170,43,8,0
10,4,0,2,4,4,2,-0.1151,169,49,8,0
10,4,0,3,2,2,3,-0.1254,173,50,8,0
10,4,0,3,2,3,3,-0.113,177,49,9,0
10,4,0,2,2,2,2,-0.1246,185,47,7,0
10,4,0,1,1,3,0,-0.1265,175,44,16,0
10,4,0,1,4,3,0,-0.122,174,46,9,0
10,4,0,2,4,3,2,-0.1193,165,41,16,0
10,4,0,2,1,3,0,-0.0956,165,33,10,0
10,4,0,3,2,3,5,-0.1257,167,34,17,0
10,4,0,1,2,2,0,-0.1145,180,41,8,0
10,4,0,4,4,2,2,-0.09,157,41,10,0
10,4,0,3,4,3,0,-0.1164,168,44,7,0
10,4,0,5,3,2,5,-0.1191,164,28,10,0
10,4,0,1,3,2,0,-0.112,204,49,9,0
10,4,0,1,1,4,1,-0.1205,168,41,9,0
10,4,0,2,4,3,0,-0.1213,164,39,8,0
10,4,0,1,3,2,0,-0.1165,167,34,8,0
10,4,0,4,2,2,4,-0.0949,165,44,12,0
10,4,0,1,1,2,0,-0.1187,163,34,10,0
10,4,0,1,1,1,1,-0.1228,189,49,15,0
10,4,0,1,3,3,0,-0.1231,173,35,9,0
10,4,0,1,1,2,0,-0.0893,157,44,18,0
10,4,0,2,4,2,0,-0.1264,165,44,12,0
10,4,0,1,1,3,0,-0.0995,173,35,9,0
10,4,0,1,1,2,0,-0.0945,181,46,12,0
10,4,0,1,3,2,3,-0.0826,164,36,11,0
10,4,0,5,4,1,0,-0.0906,161,39,7,1
10,4,0,1,3,2,3,-0.0855,158,45,15,0
10,4,0,2,4,2,0,-0.1179,191,47,14,0
10,4,0,1,3,3,3,-0.1032,169,42,4,0
10,4,0,4,4,3,0,-0.124,169,42,4,0
10,4,0,3,3,1,3,-0.0925,175,52,8,0
10,4,0,1,1,2,0,-0.1257,157,41,10,0
10,4,0,2,2,2,0,-0.1061,167,36,16,0
11,4,0,1,3,3,0,-0.119,184,38,7,0
11,4,0,4,4,2,0,0.241,186,42,7,1
11,4,0,4,4,4,0,-0.092,160,34,11,0
11,4,0,1,3,3,3,-0.0961,169,46,5,0
11,4,0,5,3,3,5,-0.0985,193,46,16,0
11,4,0,2,4,3,0,-0.1146,175,44,16,0
11,4,0,4,3,2,0,-0.1097,165,44,12,0
11,4,0,5,1,2,3,-0.1158,157,44,18,1
11,4,0,1,3,4,3,-0.1196,158,33,11,0
11,4,0,1,2,1,3,-0.1171,168,31,8,0
11,4,0,3,4,3,0,-0.1218,146,30,6,0
11,4,0,4,4,2,2,-0.124,158,45,15,0
11,4,0,1,2,3,2,-0.0762,163,37,6,0
11,4,0,2,4,3,2,-0.1239,167,34,17,0
11,4,0,2,4,3,0,-0.1171,159,36,11,0
11,4,0,3,2,3,5,-0.0967,158,32,11,0
11,4,0,1,2,1,0,-0.1139,151,41,14,0
11,4,0,3,2,4,3,-0.124,160,34,11,0
11,4,0,3,3,2,0,-0.1272,185,47,7,0
11,4,0,2,3,3,0,-0.1236,179,41,9,0
11,4,0,1,3,2,3,-0.1072,173,50,8,0
11,4,0,5,2,2,4,-0.1008,167,34,8,0
11,4,0,2,2,3,0,-0.1065,192,43,14,0
11,4,0,3,4,4,2,-0.0828,169,49,8,0
11,4,0,5,3,4,5,-0.1088,168,41,9,1
11,4,0,1,3,3,3,-0.1236,146,30,6,0
11,4,0,5,3,3,5,-0.1226,192,49,7,0
11,4,0,3,1,3,3,-0.1037,168,44,7,0
11,4,0,2,2,3,3,-0.1207,177,37,16,0
11,4,0,3,3,2,3,-0.0992,186,42,7,0
11,4,0,1,3,1,0,-0.0929,168,31,8,0
11,4,0,4,1,2,3,-0.1022,167,45,7,0
12,4,0,4,1,2,3,-0.115,191,47,14,1
12,4,0,2,4,2,0,-0.0851,162,45,10,0
12,4,0,1,1,2,0,-0.1248,191,47,14,0
12,4,0,1,3,3,0,-0.1155,177,37,16,0
12,4,0,4,4,3,0,6.5213,163,37,6,1
12,4,0,4,4,3,0,-0.121,176,44,11,0
12,4,0,4,2,2,4,-0.1267,158,45,15,0
12,4,0,1,2,3,0,-0.1237,177,49,9,0
12,4,0,1,2,3,0,-0.1079,167,34,17,0
12,4,0,3,2,4,4,-0.1188,165,38,8,0
12,4,0,2,2,2,0,-0.088,151,30,9,0
12,4,0,1,3,2,3,-0.0863,157,39,9,0
12,4,0,4,3,2,5,-0.1072,150,37,3,0
12,4,0,4,1,3,3,-0.1173,169,46,5,0
12,4,0,5,2,3,4,-0.1063,158,32,11,0
12,4,0,2,2,3,0,-0.0833,161,39,7,0
12,4,0,3,4,1,0,-0.0879,189,49,15,0
12,4,0,3,4,3,0,0.1473,192,43,14,1
12,4,0,3,2,1,4,-0.1101,175,52,8,0
12,4,0,2,1,2,0,-0.1123,204,49,9,0
12,4,0,2,1,3,0,-0.1006,192,43,14,0
12,4,0,4,2,2,4,-0.1268,170,43,8,0
12,4,0,1,3,2,0,-0.1261,158,45,15,0
12,4,0,1,3,3,3,-0.1218,179,41,9,0
12,4,0,1,1,2,0,-0.1231,164,28,10,0
12,4,0,1,1,2,0,-0.1236,164,36,11,0
12,4,0,1,1,2,0,-0.1269,167,34,8,0
12,4,0,1,1,4,0,-0.1154,160,34,11,0
12,4,0,1,3,2,0,-0.1252,192,41,12,0
12,4,0,2,2,3,0,-0.1137,193,47,10,0
12,4,0,2,3,2,3,-0.113,184,57,6,0
12,4,0,4,1,3,2,-0.1075,169,42,4,0
12,4,0,3,1,2,2,-0.1238,163,34,10,0
12,4,0,1,2,2,0,-0.1222,164,28,10,0
12,4,0,1,3,3,3,-0.1052,172,41,5,0
12,4,0,2,2,2,0,-0.085,162,45,10,0
13,4,0,5,3,3,5,-0.1029,182,45,8,0
13,4,0,1,2,2,0,-0.1074,163,34,10,0
13,4,0,3,4,3,0,-0.098,158,32,11,0
13,4,0,4,4,3,2,-0.0782,175,44,16,0
13,4,0,1,4,2,0,-0.1137,204,49,9,0
13,4,0,1,2,2,0,-0.1248,192,41,12,0
13,4,0,2,3,1,0,-0.1031,155,44,7,0
13,4,0,3,4,4,2,-0.1238,168,41,9,0
13,4,0,4,4,1,2,-0.1061,151,41,14,0
13,4,0,1,3,3,3,-0.0947,177,37,16,0
13,4,0,3,4,3,2,-0.1135,169,46,5,0
13,4,0,1,2,2,3,-0.0799,191,47,14,0
13,4,0,5,2,3,4,-0.0966,179,41,9,0
13,4,0,2,1,4,0,-0.0859,160,34,11,0
13,4,0,1,3,3,0,-0.1258,158,32,11,0
13,4,0,4,4,2,2,-0.093,174,41,9,0
13,4,0,4,1,2,3,-0.0958,163,34,10,0
13,4,0,4,2,4,4,-0.1036,160,34,11,0
13,4,0,2,2,1,0,-0.077,155,44,7,0
13,4,0,2,2,2,0,-0.115,174,41,9,0
13,4,0,3,2,3,4,-0.1048,176,44,11,0
13,4,0,2,3,3,0,-0.0967,194,40,20,0
13,4,0,2,4,3,0,-0.0956,163,37,6,0
13,4,0,1,3,2,3,-0.1234,184,57,6,0
13,4,0,2,3,3,3,-0.117,172,41,5,0
13,4,0,3,3,3,0,-0.0814,169,42,4,0
13,4,0,1,2,2,0,-0.1212,170,43,8,0
13,4,0,1,1,3,0,-0.116,159,36,11,0
13,4,0,2,1,3,3,-0.1212,161,39,7,0
13,4,0,1,1,3,0,-0.1116,194,40,20,0
14,4,0,2,1,1,0,-0.1225,151,41,14,0
14,4,0,1,2,2,0,-0.1107,185,47,7,0
14,4,0,2,4,3,0,-0.1057,163,37,6,0
14,4,0,2,2,2,0,-0.1073,181,46,12,0
14,4,0,2,4,3,0,-0.1174,193,47,10,0
14,4,0,3,4,3,2,-0.0985,163,37,6,0
14,4,0,1,3,3,0,-0.0949,165,33,10,0
14,4,0,2,2,1,2,-0.1187,175,52,8,0
14,4,0,2,1,2,1,-0.1098,164,28,10,0
14,4,0,1,3,3,3,-0.1081,177,49,9,0
14,4,0,5,4,2,0,8.2894,191,47,14,1
14,4,0,5,3,3,5,-0.1264,177,37,16,0
14,4,0,1,1,3,0,-0.1172,165,41,16,0
14,4,0,5,3,2,5,-0.1203,151,30,9,1
14,4,0,1,2,2,0,-0.1154,151,30,9,0
14,4,0,1,3,2,3,-0.1094,181,46,12,0
14,4,0,2,3,3,0,-0.1036,184,38,7,0
14,4,0,4,3,2,0,-0.1229,184,57,6,0
14,4,0,1,1,1,0,-0.1209,155,44,7,0
14,4,0,2,3,3,3,-0.1215,179,41,9,0
14,4,0,1,2,3,0,-0.096,165,25,16,0
14,4,0,1,3,2,3,-0.1147,168,47,13,0
14,4,0,1,1,1,0,-0.1126,168,31,8,0
14,4,0,1,1,2,0,-0.1126,165,36,8,0
14,4,0,4,4,3,0,-0.0907,163,37,6,0
14,4,0,3,4,3,2,-0.1217,194,40,20,0
14,4,0,4,3,4,0,-0.1042,169,49,8,0
14,4,0,1,3,2,3,-0.1128,167,36,16,0
15,4,0,1,1,3,1,-0.1033,176,44,11,0
15,4,0,4,3,2,5,-0.1082,204,49,9,0
15,4,0,4,4,3,0,0.031,179,41,9,1
15,4,0,1,1,3,0,-0.1133,169,46,5,0
15,4,0,3,2,3,5,-0.0837,163,37,6,0
15,4,0,1,2,2,0,-0.08,158,45,15,0
15,4,0,4,2,3,4,-0.1117,164,39,8,0
15,4,0,1,3,3,0,-0.1164,172,41,5,0
15,4,0,2,2,3,0,-0.1224,193,40,8,0
15,4,0,5,2,2,4,-0.1002,167,36,16,0
15,4,0,2,3,2,0,-0.1149,151,30,9,0
15,4,0,2,4,2,0,-0.0973,165,44,12,0
15,4,0,4,4,3,0,0.2599,194,40,20,1
15,4,0,1,1,2,0,-0.1214,192,41,12,0
15,4,0,3,2,2,0,-0.1272,185,47,7,0
15,4,0,3,1,3,3,-0.0861,176,44,11,1
15,4,0,1,2,3,0,-0.1197,193,40,8,0
15,4,0,3,4,2,2,-0.1272,174,41,9,0
15,4,0,3,1,3,3,-0.0919,177,49,9,1
15,4,0,1,4,3,0,-0.095,193,40,8,0
15,4,0,2,1,2,0,-0.1121,167,34,8,0
15,4,0,1,2,2,0,-0.1202,168,47,13,0
15,4,0,1,1,3,0,-0.0956,184,38,7,0
15,4,0,2,2,2,0,-0.0936,151,30,9,0
15,4,0,4,1,1,2,-0.1213,189,49,15,0
15,4,0,2,4,3,0,-0.0858,192,49,7,0
15,4,0,4,2,2,4,-0.0882,146,36,10,0
15,4,0,2,2,3,0,-0.1194,159,36,11,0
15,4,0,3,2,3,3,-0.1024,146,30,6,0
15,4,0,3,2,2,3,-0.1063,180,41,8,0
15,4,0,3,4,3,0,-0.0821,182,45,8,0
15,4,0,1,3,2,3,-0.1195,164,28,10,0
15,4,0,4,2,2,4,-0.0898,199,39,12,0
15,4,0,4,1,3,2,-0.0914,177,37,16,0
15,4,0,2,4,3,2,-0.0909,182,45,8,0
16,4,0,1,2,2,2,-0.1124,191,47,14,0
16,4,0,1,1,2,0,-0.092,164,36,11,0
16,4,0,1,3,2,3,-0.0912,157,41,10,0
16,4,0,3,4,3,0,-0.1198,177,49,9,0
16,4,0,1,4,2,0,-0.108,199,39,12,0
16,4,0,4,3,3,0,-0.1059,176,44,11,0
16,4,0,1,2,3,0,-0.0895,193,40,8,0
16,4,0,5,4,1,2,-0.0958,164,28,10,1
16,4,0,3,2,2,4,-0.0903,174,41,9,0
16,4,0,1,1,2,0,-0.0958,178,44,11,0
16,4,0,5,2,2,4,-0.1014,199,39,12,0
16,4,0,5,2,3,4,-0.1063,176,44,11,0
16,4,0,2,2,3,0,-0.1235,165,25,16,0
16,4,0,3,4,2,2,-0.1007,162,45,10,0
16,4,0,4,1,3,3,-0.1192,193,40,8,0
16,4,0,4,2,2,4,-0.1221,150,37,3,0
16,4,0,1,3,2,0,-0.1221,146,36,10,0
16,4,0,5,2,2,4,-0.1083,168,47,13,0
16,4,0,4,3,3,3,-0.1071,176,44,11,0
16,4,0,1,1,4,0,-0.0871,169,49,8,0
16,4,0,4,4,3,0,-0.0897,169,42,4,0
16,4,0,1,1,2,0,-0.1101,204,49,9,0
16,4,0,1,3,3,0,-0.0964,164,39,8,0
16,4,0,1,1,2,0,-0.0886,165,36,8,0
16,4,0,2,1,3,0,-0.1145,184,38,7,0
16,4,0,2,3,2,0,-0.1032,178,44,11,0
16,4,0,2,2,4,0,-0.0931,160,34,11,0
16,4,0,2,2,2,0,-0.1165,184,57,6,0
16,4,0,3,4,2,2,-0.1236,204,49,9,0
16,4,0,3,4,3,0,-0.082,173,35,9,0
16,4,0,1,3,2,3,-0.1178,167,34,8,0
16,4,0,3,3,3,3,-0.107,173,35,9,0
16,4,0,1,1,3,0,-0.1242,194,40,20,0
16,4,0,3,2,2,0,-0.1124,168,47,13,0
16,4,0,1,1,4,0,-0.1193,160,34,11,0
16,4,0,5,3,3,5,-0.1187,177,37,16,0
16,4,0,5,2,2,4,-0.1235,174,41,9,0
16,4,0,4,4,4,2,-0.0921,168,41,9,0
16,4,0,2,1,2,3,-0.1264,174,41,9,0
16,4,0,1,1,3,0,-0.1102,184,38,7,0
16,4,0,4,4,2,2,-0.101,167,34,8,0
16,4,0,1,2,2,0,-0.1067,184,57,6,0
17,4,0,1,1,3,0,-0.1259,179,41,9,0
17,4,0,5,3,2,5,-0.1174,180,41,8,1
17,4,0,3,2,1,3,-0.1083,189,49,15,1
17,4,0,1,2,2,2,-0.1244,192,41,12,0
17,4,0,4,1,4,2,-0.1248,169,49,8,0
17,4,0,4,2,2,5,-0.1231,204,49,9,0
17,4,0,1,3,2,0,-0.115,204,49,9,0
17,4,0,1,4,2,0,-0.0934,178,44,11,0
17,4,0,4,4,1,0,-0.1148,175,52,8,0
17,4,0,5,3,2,5,-0.1228,157,39,9,1
17,4,0,5,2,3,4,-0.0815,172,47,9,0
17,4,0,3,2,2,2,-0.1123,164,36,11,0
17,4,0,5,2,2,3,-0.1151,167,34,8,0
17,4,0,1,3,2,0,-0.1124,167,36,16,0
17,4,0,2,3,2,0,-0.1023,178,44,11,0
17,4,0,1,2,2,0,-0.0923,167,34,8,0
17,4,0,3,3,2,0,-0.125,204,49,9,0
17,4,0,2,1,2,1,-0.1242,186,42,7,0
17,4,0,1,2,3,0,-0.1,146,30,6,0
17,4,0,2,4,3,0,-0.1234,159,36,11,0
